Product_ID,User_ID,Time_ID,HelpfulnessNumerator,HelpfulnessDenominator,CleanedText,Score
38295,41230,788,6,13,i use food mix can scienc diet lab puppi shelter use issu howev read review i ask manag local pet food store thought brand said not good filler corn anim product he suggest i gradual shift dog blue similar protein carbohydr mix puppi bit older around year move food higher protein content to eas puppi new diet suggest i start mix 1 4 cup new food 3 4 old food day half half etc he also recommend i mix coupl tablespoon can food water make dri food moist he said nutrit content can food import sinc dri food provid substanc i vari can food final also said bulli stick far better dog rawhid basic like eat leather,1
14912,80604,207,0,0,pleas love everyth good sane order i eat almost anyth i alway adventur eater at 6 year old i ate sushi everi veget includ brussel sprout that thing actual food this peanut butter food if must order know sure i threw put finger lick i feel sick,1
25126,120517,574,0,0,i got mail rip anxious tri licoric i final decid review i read the textur nice chewi soft the tast nasti though almost bitter it like licoric overpow bitter wierd tast it stay mouth eat someth els make tast go away i even tri sever piec hope someth would get better i gave children said thank first bear one spit trash dissapoint sinc i 6 pound mess wish smaller option tri first i would recommend regular fruit flavor sugar free bear tast like full sugar bear,1
51812,199751,1082,1,1,i enter search kosher marshmallow i got excit old campfir brand kosher hmmmm not whi put real kosher halal one sorri say muslim manufactur halal marshmallow not american muslim think same pink squar chewi kosher brand when childhood memori clear pig diet go make,1
7449,45776,1646,14,18,while tasti snack virtual nutrit valu a quick check label show insignific amount vitamin even vitamin c varieti by insignific i mean less 10 rda that far one might find claim 1 1 2 appl pear per packag i add ingredi thing list freez dri fruit label appear addit even sugar kind while strict bad snack certain qualifi empti calori frank get vitamin bag potato chip br br in addit made china state envelop draw conclus br br final packag count decept the subtext often say 24 count then amazon inset say 2 pack this lead reason person believ get 2 24 pack total 48 individu snack envelop in fact sold pack 12 twelv get two total 24 i find decept best confus br br updat may 2012 it appear descript item chang avoid confus mani actual get br br to conclud tasti textur good seem odd ingredi refin sugar artifici stuff serv size reason howev utter absenc nutrit valu tell process use freez dri seem differ freez dri method particular destruct nutrient i find fact made china troubl final decept packag count found product descript lead purchas note previous acknowledg improv product count descript,1
25875,94937,780,6,11,unfortun poor represent jack link beef jerki the bag small jerki small piec crumb it look like scrap left over no piec larger 1 2 inch,1
27791,129567,363,0,0,order mix could find store howev 12 packet almost year past expir date 12 9 10 known would expir would never order terribl,1
16510,87389,889,2,3,this item not shown no sweet potato use make product br br what shown box sweet potato pancak sweet potato mean sweet potato yam i believ i order pancak mix made sweet potato br br what i got box ident appear except say sweeten potato pancak big differ br absolut no sweet potato use make product br br i extrem disappoint if i could give 0 star i would will order,1
9798,7776,153,0,1,the product like i expect it took long time cook normal chines noodl,2
65589,160477,682,30,34,i use well core long time i lot research choos howev get new bag moldi i start research the compani bought mani mani consum complaint qualiti control food case dog get sick i say buy bewar compani anymor,2
27869,17942,1478,2,4,rememb raw bit cereal sponsor prairi home companion the one made oat hull wheat shaft by georg i think i found yes this number one crunchi thing planet edibl i broken tooth yet ear still ring eat and i tri like at first i thought i like later i thought i hate then i decid i miss point raw bit flavor commit right thing put shut think norwegian bachelor farmer ancestor gosh sake do suppos whine cereal tast good enough of cours br br eat heritag o raw bit give shi peopl courag get need done br br now could someon pleas help find tasti expediti powder milk biscuit,2
24873,119773,825,0,0,i bought bar whole food tast great protein bar i order one packag amazon dri chocol light certain area some bar ok definit dri nasti one no thank amazon i stick buy place store proper,2
29100,8138,700,0,0,i got low cost altern normal jet fuel measur i like strong coffe bitter tast i care also 3 cup sort malfunct dump grind cup sure,2
46486,50590,101,1,1,my 55pound pitt mix abl eat near anyth till after good review i gave tri he love like anyth els plastic thing get run short get 4 5 piti,2
58668,178085,1197,1,1,these nut good wasabi waaaay weak i order work share cowork general like nut peopl realiz suppos wasabi peanut label color occasion mayb one peanut nice spicy wasabi get nose 10 20 nut noth,2
39799,40718,599,0,0,i purchas chicken salmon formula notion hey i watch i eat my kitti needless say cat mia less thrill in fact took two wiff walk away grant i feed fanci feast i recent found like feed cat mcdonald everi day super tasti void nutrit benefit what soever so unsuccess meal time i tri spike meal dash fanci feast no dice she ate fanci feast i swear gave look like nice tri bucco thought sooo sneaki br br so previous fanci feast feeder i say mayb tri someth els slowli get cat onto health track or might end like 20 can food i use i tri brand gravi slight success emphasi slight drink liquid i left chicken strip mayb i oober picki cat but i think i keep tri probabl give one anoth run i detox fast food crave,2
72035,250051,629,2,3,yes pop doubl price tea dr mehmet oz talk health benefit high qualiti pu erh tea found elsewher cost sever time good reason princ peac bare get away call pu erh low qualiti if realli want enjoy exquisit cup pu erh tri higher qualiti loos cake type pu erh it littl work brew proper benefit superior tast well worth cost time in pinch brew tea leav drip coffe maker when brew stop care lift coffe filter wet leav tie close piec string hang side pot packet tea steep 3 5 minut heat plate coffe maker br br as health benefit i never experienc dramat result quick the second day i start drink better qualiti pu erh tea high blood pressur gone expens prescript i absolut amaz fast result ad benefit best tast tea planet i never found tea natur sweet pu erh exot earthi tast almost intox i expect someth healthi tast aw best toler opposit true some health benefit may take longer becom obvious even lower blood pressur benefit result drink tea i overjoy if never tri favor shell buck high qualiti pu erh if drink loos weight burn fat tri brew 6 cup pot use equal part pu erh white green tea they benefici health help attain weight loss goal faster they tast great togeth drink separ prefer then drink cup two chickwe tea afternoon help remov toxin colon br br i want give product one star low qualiti sinc pu erh tast accept i give two star if want tri better qualiti pu erh buy packag rishi tea com teagarden com i like option buy differ size packag tea offer rishi tea com i also recommend brew instruct video youtub doctor tea tri real deal mind pay,2
64911,184368,81,1,2,yike i feel like odd woman i realli like peach mio i like idea ad much littl i want i like flavor water overwhelm flavor make sens howev littl i use made tast like water glass koolaid i tri use still tast like water drink bite end mango peach flavor it good disappoint this littl contain would perfect go,2
35978,55527,1207,0,0,i bought chip may 2009 best eaten 9 12 2009 when i first got tasti exact i expect i would rate 4 5 star br br howev start earli august definit odd tast start creep chip and earli septemb total ined my guess oil use gone rancid chip sinc use natur oil normal good thing longev product sacrif due problem buy chip 12 bag packag br br so purchas chip pleas make sure abl eat quick good 1 month best eaten date i throw away 5 bag,2
31401,10152,648,9,27,after read peopl issu kombucha tea i googl read i recommend other drink i sure yogi tea produc kombucha care environ caus health problem it also appear appropri peopl candida despit claim it contain alcohol sugar fungi yeast mold studi show improv symptom peopl candida i drink almost daili unexplain stomach ach late tri elimin tea see help i know again read kombucha make inform decis,2
44927,6161,881,4,5,i love nana cooki bar cooki i thought i give tri even though no gluten made rice flour instead wheat flour they look nice textur bit strang kind like eat realli fine sand dri crumbl slightest touch they tast bad plus i buy,2
17277,45959,1101,1,1,this cream normal oili skin rather dri matur skin it goe nice get absorb quick it leav nice smooth feel skin like expens cream howev cream overpow sweet jasmin smell the smell fade peopl smell face cream this could use face cream cheap perfum i thought i get use smell strong rather unpleas,2
17757,48958,105,0,0,first noodl get broken packag probabl ship handl wind near quarter bag bottom small piec problem much flavor offer great textur meal i tri make teriyaki chicken stock came mushi flavorless seem absorb flavor dish get soggi like hold cook i frequent enjoy make noodl dish never noodl came bland textureless even cook intens flavor item i much prefer maifun rice stick probabl stick futur entre br br mayb certain dish make use noodl meal i like i continu use rice stick chines noodl my flaw noodl get crush packag caus major noodl broken bottom bag,2
40222,168560,200,0,0,i love keurig vue brewer multi coffe item great option price optim,2
33216,17968,387,1,6,all five fanci feast subscript i sign unreli im octob i sign deliveri everi two month receiv shipment octob decemb march 18 i cancel subscript yesterday what suppos 48 case amazon turn 24 case one flavor cancel entir i notifi amazon shipment would sent mid februari never arriv,2
8757,53333,322,0,0,i purchas store alway tast great nice peanut butter flavor br these weird tast medicineyand stale 36 one wasnt sure i would get back i gave homeless i purchasedoth thing vender ok gross,2
29697,3400,212,0,0,i pick box cracker barrel fianc eacut sinc never salt water taffi five buck fraling suppos one best still produc america unfortun half box consist two flavor we total exact 40 piec 12 licoric 8 chocol rest still consist 3 4 flavor given mani differ flavor list guid includ box feel cheat even receiv the one licoric tast pretti good great taffi chew let box get 75 degre difficult time separ taffi wrapper br br if like licoric give tri,2
16807,35714,222,0,2,these bite noth they scratch wasabi label verg fals advertisibg bold my behind reason 2 star least almond,2
31382,142334,510,2,2,was misinform go 24 differ k cup we receiv 24 k cup flavor disappoint,2
60131,221487,824,1,2,bargain price still could tast better caramel syrup tast horribl tast like realli pungent pesticid hazel nut disast packag could improv br br less satisfi product,2
63550,229840,1489,8,11,veri light color flavor two star fanci look airtight good storag butif high qualiti cocoa rather pay save money look elsewher,2
45989,14824,50,1,1,i like tree arriv i felt littl it also actual japanes pot but i like fact tree nutrient includ tree,2
45757,30798,1095,0,2,i high hope bar i huge chocol wafer fan i familiar protein energi bar knew go would like hint chalki protein bar flavor hit like brick wall first bite luckili husband tastebud mute flavor slowli abl work box protein bar throw money away wow just overal disappoint i went review decid purchas review awesom i assum one bar hit miss some go love other go hate unfortun i latter group one and side note i even call protein bar sinc contain 13g protein time favorit protein bar contain 20g grant 13g still lot choke sure choke 20g bar flavor in futur i stick tri true chocol mint builder bar,2
64361,11189,494,1,2,i bought cooki gift dad birthday unfortun 2 4 box i gave dad gift most broken cooki stale tast not great gift idea realli packag handl well i bought delic cooki past problem random broken cooki box i open box yet cours hope find coupl broken give dad,2
58450,21555,1937,2,2,bewar diet food offer carb content list br br whi buy nutrit fact panel,2
54483,144148,162,1,1,the descript say loos leaf tea well even resembl loos leaf tea what like powder ground tea similar get bag tea br i return i want go hassl,2
47494,188845,1765,2,17,i think amazon right track offer groceri i think need stick major brand work bit make price competit still quit bit safeway mention wal mart i expect pay littl conveni quit much i the rice crispi littl differ i expect i quit understand make us buy quantiti packag pre packag i expect get four box somehow stuck togeth band togeth eas ship cost quit surpris get cereal one two box cereal ship box if go ship better let us buy smaller quantiti increas overal sale,2
30750,48987,351,0,1,bene new brand dog food purina whole let pretend eat healthi fad peopl want seem like thing pet br br while front bag advertis whole grain veget vitamin a real beef closer look ingredi list back packag list nasti stuff realli pretend healthi food for starter first three ingredi list back ground yellow corn chicken product meal corn gluten meal these ingredi hard digest filler make dog feel full chemic boost protein count rememb reason behind melanin poison year back offer littl real nutrient as go list ingredi non specifi sourc meat bone meal food colour wheat gluten even propelyn glycol for depth analysi ingredi real purpos addit research done onlin dog food advisor site even recal analysi site br br while i would call candi dog mani peopl definit junk fast food dog a dog eat food nutrient requir diet chemic met like rais kid happi meal chemic nutrient good qualiti nutrient contain lot filler the result dog eat get hungri also caus poop if one feed food dog i would recommend supplement healthi treat vitamin br br when bag food arriv non food obsess dog immedi attract bag paw sat next give look for sake test food i oblig give piec two immedi ate beg a week later food daili mild indigest vomit small amount undigest food back poop 3x day usual 1x day the poop larger softer firm poop previous food california natur lamb rice while seem like tast smell food seem excit meal time daili vomit multipl poop show toler one multipl ingredi food i switch back onto previous food problem br br conclus br this food healthi contain high qualiti ingredi packag advert claim there better food price point,2
54058,46275,170,0,0,sorri mani rave review i make like one br br i order countless assort flavor coffe keurig websit br experienc flavorless coffe can recal i everi br tri gloria jean product i knock brand i br enjoy brand serv mall br br unfortun i 50 fifti k cup use br br this person observ particular flavor one brand br br just flavorless sorri br br wonder recours 30 00 worth worthless k cup believ br i complain check review just head mayb br sit fenc flavor imho stay away sorri gloria jean,2
52274,39287,1104,0,0,this probabl shortest review much say product i like tast price reput maker pacif i expect tast much better i tri alon make differ kind soup make rice make stew make gravi i gave everi possibl chanc worth buy i recommend not horribl worth wast money either,2
67105,35719,1443,0,9,i deserv get nasti product i select product flavor wasabi soy sauc if realli like wasabi soy sauc buy product the nut high qualiti,2
59638,220398,828,15,18,i say interest product i excit tri it differ i mean often hear someon say drink black water br when i receiv packag first thing i open bottl took whiff i expect smell consid suppos like water i say slight subtl smell initi gone so time tast i took sip expect put flavor quit frank bodi prepar gag normal drink black water i get past imagin i drink mixtur gasolin water unlik regular water blk tast littl bit smoother i also detect metal tast subtl onc swallow leav littl dri feel back throat like drink gatorad i consid blk refresh i find need drink regular water sampl the reason i see anyon drink want benefit fulvic acid other i see repurchas it seem like heinz releas blue ketchup fail food drink need visual appeal unless flavor regular blk go make peopl gag i recommend product,2
63615,20717,114,0,0,salt vinegar ok br they leagu utz salt vinegar potato chip br br just ok br br not enough tast,2
5674,37236,312,3,4,if love food leav mouth burn long mexican meal ador tast ginger love beverag over power piquant heavili overwhelm tast ginger hot drink would realli warm cold winter night i mad ginger i crave spici food burn mouth hour i enjoy beverag all said i love i buy the ginger overpow even almost complet mask light lemon honey tast br br if crave rich sweet drink warm if enjoy mouth burn delicaci howev ginger therapeut certain health condit may appropri use product,2
44389,20692,1250,1,1,i love popchip howev i like flavor the garlic flavor intens,2
16127,85985,208,0,0,we purchas offic seem like someon threw bag around ship the bag intact damag then fresh small pack buy store br br we ate doubt buy anymor br br delock,2
32119,99664,405,0,2,don like pouch type jerki tast like realli jerki process i prefer slap type i know pouch type i order,2
53274,102013,467,0,0,the flavor tea good golden monkey tea i it kind weak also golden monkey tea nice butteri honey kind flavor remind butterb harri potter book tea hint realli soapi tast it horribl i give two star instead one i much happier href http www amazon com gp product b001eppewo the tao tea golden monkey black tea loos leaf 3 5 ounc tin pack 2 i think i go back,2
16432,15498,894,0,1,like darker roast guess it ok prob would buy brew middl select keurig full cup,2
34990,2488,812,1,1,i never met piec chocol i like aftertast i like i like if creamer i order,2
64956,233302,1576,1,2,i receiv today onli got 126 insid not 150 mark tag the tast right,2
4519,10827,1853,4,5,head love mrs may i love product regular custom i like simplic ingredi fact organ vegan i purchas case various item direct imagin surpris i notic box arriv said a product china i email confirm product inde produc china have travel china base recent problem relat product made china i longer buy mrs may how anyrhinf grown could describ organ strike disingen best the energi requir ship product back us also strike wast i longer purchas product when produc product local grown organ ingredi i back,2
44542,180531,181,2,2,the item i receiv one pictur site right i want cat bed pictur then i pay item return i unhappi entir experi,2
49821,5582,115,1,3,state artifici flavor ingredi list amazon list box not artifici ingredi husband like tast,2
6194,40269,109,0,0,love origin when walgreen stop carri order amazon not fault flavor chang i assum market decis enough volum continu formula but decid use instead weird version wintergreen not quit bad e pepto bismol noth like addict spearmint replac i could chew old flavor like chew jelli bean now strong breath mint like altoid what shame,2
52488,201294,864,0,0,hmm seem know one know raw sugar sugar refin 95 percent puriti there nutrit valu raw sugar refin white tabl sugar whether raw brown white bad health,2
42120,173814,126,0,0,the cooki proper pack broken piec even get i receiv basic crumb packag,2
43531,68291,816,0,0,i was so look forward to this coffe but the batch i got is aw althou if you need extra caffein this has it,2
2273,10738,35,0,0,span class tini length 2 06 min br br span 1 star price br 2 star yucki flavor br br enjoy video prop officem brendan film,2
24057,101863,1352,2,9,i bought product took week i notic help sleep i continu wake everi night i also notic calm i scream match take 1 teaspoon hot water hour mayb take longer time notic i notic anyth last time either i continu take i need magnesium,2
38517,163649,8,0,0,it bad product use lot cheaper howev better option it littl acid less sweet product i found local twice price great add littl sugar,2
67167,203714,22,2,2,this use good buy month ago 7 16 pack 4 but current ask price 13 92 almost twice high local target,2
650,4098,1548,18,21,overal mix okay sugar content high you actual see sugar mix look close for pancak waffl fine savori concoct accept sausag ball casserol biscuit come almost ined this mix also odd gritti the grit fine still make teeth want curl i recommend pamela bake pancak mix smoother much versatil sweet a good cook know alway add someth take ad much br br that said travel mix better noth,2
3949,10929,757,1,2,thought i get realli good buy i read label the dosag amount glucosamin chondroitin vagu it appear i need give dog entir bag get 500 mg glucosamin too expens the dog love want give expens treat love go if tri get prevent dose glucosamin treat look elsewher,2
73708,254728,547,0,0,i purchas bone base research review amazon com i also attempt buy product usa made i say deliveri fast i 38lb cocker spaniel black lab mix she love bone definit keep interest i open packag realiz fill well mayb 1 tsp filler entir bone of cours product never look exact like pictur fill hard i contact compani direct repost remov rate honor compani i ask new one i taken video i receiv check through i let know outcom,2
61319,20670,1535,1,2,after hype need sweet come littl healthier i final gave bought assort i disappoint of flavor i like rootbeer drop spici mango spici lime sucker i kind like sour appl one lemon ginger watermelon okay lemon true tast latter three sever flavor unpleas aftertast e blueberri strang flavor quit abund fact br br most either tangi sour bland i like flavor the drop tini you eat sever take care crave br br after 3 teenag i tri everi flavor finish 3 favorit rest sit box untouch finish long time br br i guess i odd man like look high rate suck buy thing first place honest opinion i repurchas,2
9532,14999,1471,0,0,too sweet adult small kid littl real black cherri flavor i remenb buy soda like mani year ago it tast like black cherri bubbl littl tart charact the manufactur need identifi custom as present boutiqu soda without charact too bad the adult world could use tasti natur referesh beverag moder size,2
135,478,404,0,0,i realli love kettl brand chip rather disappoint there littl sour cream onion flavor,2
28039,58858,138,1,2,the local groceri store go busi i pick 25 i happi find someth soup aisl campbel progresso unfortun famili less inspir end result br br alessi zuppa toscana cook easili onc get past romantic market verbiag instruct wrap suggest add oliv oil final product follow top grate chees i like touch ultim serv went larg uneaten i told one kid dessert finish cup soup my wife interven say soup aftertast keen consist either these thing bother i sure meant given bean soup go hearti it one brim subtl flavor product i expect anyway br br i glanc ingredi nutrit inform load shop cart interest product soup aisl amazon good job list ingredi okay msg entri serv euphem msg as process soup high sodium 660mg one cup serv if laboratori concoct like hydrol autolyz anyth accept could work well soup base as final product result four one cup serv,2
22392,17850,1049,0,0,sorri i saw absolut benefit take product i never felt better wors lost gain weight it took sever month quit obvious anyth,2
33163,14401,1492,4,7,i realli want like mix tri sever differ way help tast mix my daughter neighbor kid like pancak had sever friend famili tri pancak like tast i realli high hope mix due great review i want fair shopper explain tast mix may everyon,2
15728,33077,294,1,1,when i child grandmoth got popcorn sent straight field missouri it white so tasti need butter salt i search find ever sinc br br this br br the kernel quit small worst 40 pop that lot old maid make tuff pricey inde br br i contact seller issu told pop lower microwav set help br br i gave 2 star pop ok tast br br keep look,2
11239,2621,1328,4,4,tasti small kernel popcorn howev small light pop hot air popcorn popper the kernel blown popper pop,2
52038,5110,602,1,1,base wholesom ingredi i want like the flavor ok slight chocolatey strong infus cherri but textur dri look unappet,2
55659,98265,1868,0,0,look like realli tast test product noth realm dark chocol spring mind drink we disappoint,2
18780,96706,926,0,0,we like coffe howev use i take coffe maker apart unclog thin coffe exit pin not worth troubl,2
15523,68878,322,0,0,the salmon potato i order my dog use salmon rice simpl i went amazon last order reorder product what i receiv salmon potato sinc i food i give new product allergi problem i dissapoint need find new food he love tast i would though i would notifi product product page,2
57104,20114,1174,1,1,i thought concept awesom the packag seem prefect portabl small spill free pop top it avail nine flavor berri pomegran sweet tea peach tea mango peach orang tangerin fruit punch strawberri watermelon black cherri green thunder just squirt 2 i would favor enhanc water go br br the realiti slight differ although packag small spill free pop top leak i receiv sweet tea flavor sampl the flavor inconsist sometim squirt would enough 8 oz glass time 2 squirt need it almost like scienc experi lol often i would pour start i ad much tast would overwhelm artifici chemic like sweeten tast yuck,2
45251,78577,1786,1,2,i want old dutch chip avail chip k thick,2
1341,8411,128,1,2,i would buy particular yogi tea i hate tast licoric anis the flavor licoric fennel seed domin make sort sick sweet flavor i hope burn throat i think better blend would someth heat like ginger i usual drink yogi cold season instead purpos br br with sore throat reason suffer yucki flavor make discern differ tea,2
32265,145386,2055,2,7,i happi coffe it bitter astring aroma odd the aroma harsh smell bitter citrus i got coffe tri replac exorbit overpr starbuck via readi brew instant coffe the nescaf near good starbuck instant coffe unfortun the starbuck via smooth pleas aroma tast pretti similar starbuck drip coffe it also dissolv easier nescaf sinc fine ground powder instead crystal br br i recommend avoid coffe tri origin blend instead gourmet roast also regard review said coffe avail local store review may outdat live weird place this coffe avail local groceri store,2
47746,46245,311,1,1,four 35 kcup dri point i throw other peopl appear similar experi there also number sweeten item great choic peopl stick low calori sweeten if will gambl stale give tri person i purchas,2
21447,107125,1102,2,3,i got retir gift one friend the pictur descript made seem like super steal when i pick box front porch i knew go disappoint it light small i actual embarrass give give it work 30,2
23374,113876,652,0,0,chip ahoy chewi gooey chocofudg cooki bill soft bake cooki fudg center the cooki part pretti good definit chewi thing howev fudg center strang almost bitter tast odd rest cooki it also thick gooey say warn us consist make cooki way rich heavi even though cooki small hard press eat two heavi strang flavor combin make sure got plenti milk hand bust one open br br also awar due small size cooki lot shift transit as result sever cooki alreadi bent bash mush time shipment arriv br br if sound like chip ahoy chewi gooey chocofudg cooki saddl name kid would love like coincid onli kid would probabl enjoy cooki well anyon put much thought snack would steer clear,2
35795,20860,750,0,0,i realli excit tri salt vinegar alway favorit flavor i say tast spot textur put i could get use somewhat like stale cracker feel left aw coat mouth it akin plain smartfood popcorn i guess someth product pop food not bad someth i tri howev two posit signific cheaper amazon almost 1 50 per bag less fat content bake if fan great choic,2
18503,14785,879,1,1,origin review you would think differ would neglig huge tast textur differ nut run mill planter fisher nut too expens buy time i low carb snack nut lot definit worth get love littl gnosh br br updat second purchas 6 1 2011 drop 5 star rate run mill 2 star rate they sale i order two bag big mistak these nowher near good first bag i bought the nut less fresh 1 pound 10 9 oz nut almond cashew probabl i ate probabl 6oz nut someth besid almond blanch almond cashew bad last bag i bought seem goodi less filler nut lot pecan flat hard almond given choic planter delux w macadamia i go planter bad awesom guess i return second bag i realli like almond cashew much br br i longer enthusiast recommend shame i realli look forward deliveri,2
13496,74455,1089,0,1,i fan smell like vanilla brew vanilla tast i high disappoint will buy,2
22200,109769,585,0,0,these suppos good allsort some okay mani tast dri stale br stew leonard much better less expens,2
27843,84465,768,0,1,i expect larger size bone the bone product small side my sheppard abl shatter bone small elong piec i end sweep discard it might fine smaller dog i pass larger dog,2
20096,102364,1359,2,2,my dog love but i look packag see came i pull sticker back small print say made china veri disapoint say least especi clear tri hide fact,2
32333,145543,1351,3,4,i roast green coffe bean home near decad costa rica tarrazu favorit bean i find brand varieti coffe flavor bean usual supplier it roast well in roast process swell favorit brand problem observ i thought free ship might save money i pay disappoint lack flavor convinc go back usual supplier unfortun sell amazon com,2
18635,79663,18,2,2,when i first start order product amazon i receiv damag can everi singl wrap pallet twelv can dent i know happen ship the food also dri i stop order product receiv two shipment poor qualiti product after get remind notic reorder i decid give anoth tri month later the qualiti excel food realli moist fresh perfect cat love after receiv four good qualiti product shipment fifth one i current receiv back dri chunki instead moist creami cat eat how product inconsist veri disappoint,2
61254,11159,1757,1,1,the titl say some cooki arriv chocol melt other stuck togeth wafer separ stuck chocol top cooki it appear box littl overh bang around somewher along way it 65f packag deliv,2
53508,203913,816,7,8,i hope i found sourc real grit i tip real deal label said someth mush it fit definit mush e soft soggi mass br br i search real grit sinc supplier retir he refurbish old grist mill hobbi decid use plenti local corn mill grit they fabul real kind add water let hull float top pour water add water cook 45 minut lot butter salt pepper noth better,2
4874,33086,867,0,1,disappoint popcorn mani kernel pop futur i purchas popcorn amazon,2
74173,3253,827,0,0,i got keurig week ago want get hot chocol altern coffe i super high expect absolut aw there strong plastic chemic tast k cup i tri tri put milk help mask chemic tast noth help the reason i gave k cup 2 star boyfriend toler i trust eat anyth in opinion good still drink mug br br from i read hot chocol k cup better buy regular mix way,2
31811,14959,1013,4,5,i receiv newman own organ ginger snap today they deliv u s mail hard even mail carrier crush stuf mail box i expect cooki hard burnt appear br br i realli want like cooki i tri buy organ product i howev cooki strang flavor linger long i finish one the ginger overpow my tongu still tingl bit mayb review given cooki high rate br br i think newman own organ make wonder item one i buy nabisco ginger snap next time,2
1173,185,206,0,0,the problem peanut butter use evapor cane juic coy way say raw sugar accent sugar the sugar gritti overpow peanut tast mapl it mapl it gritti sweet pretti much great mayb cane juic crystal low moistur content peanut butter anyway loser br br i heard much hype peanut butter start someon peanut butter sandwich restaur new york i happen like pbj celeri pb tablespoon peanut butter fair good snack even watch food intak peanut butter sugari tast i gave two star make confect cooki could good eat alon peanut butter i found way sweet gritti tast,2
24706,119284,255,0,0,had lunch today i eat i guess complet ined smell tast lot like cardboard i love black bean lime soup though yum,2
30750,972,1173,1,1,i got admit dog ate food they exact crazi eat regular brand avail realiz noth they jump get tri tear bag though but ate explos came i swear poop pile almost everi morsel ate and gas the smell almost unbear us human,2
15036,81150,1131,3,6,i order cake excit anticip arriv but came i open box i notic side white power side still plastic wrapper like rotten fruit i thought mayb plastic i open took bite horribl it was rotten i upset i bought jamaica b4 n good i call amazon refund money don think i tri one all onc good includ chocol origin w walnut,2
65196,22207,416,0,1,these protein stick strong gami flavor it hard describ sicken weird also extrem dri have purchas i finish i doubt i buy br br updat on second thought i may throw i eaten twice time caus moder gastrointestin distress,2
40668,124852,854,0,0,i expect size lifesav size normal size one they small thin no descript mention mini size life saver i notic bottl arriv veri disappoint,2
63107,228928,568,4,4,the knob turn money work well one time now realli hard turn often send gumbal mayb meant use decor,2
10106,12613,909,0,1,this pretti neat concept reward dog lick rather treat cut calori consumpt howev good dog like mine to fair 8 year old set way,2
19216,56681,769,2,2,i gave dog one hartz crunch n clean dog biscuit excit he ran around hous mouth drool like faucet after play laid eat i could definit tell harder crunch similar size milkbon work around posit jaw right onc bitten coupl piec ate one half took half buri couch cushion sad i think probabl paw vote dog also 35 calori pretti signific contribut daili intak small dog compar small milkbon 20 calori liva snap 13 calori if dog like i might give special treat realli help regular dental clean recommend give two biscuit day would short kibbl ad treat quantiti as love i think see one doggi friend like better,2
15980,85556,274,1,1,this okay coffe i thought would tast kona coffe purchas sourc unfortun tast better cheap brand avail local groceri store br br spend elsewher get much,2
36991,21703,610,1,1,this disappoint coffe it weak i set brew medium get flavor larg water i would find someth differ buy,2
5674,4397,357,0,0,i like ginger food i afraid drink mix way ginger hot the href http www amazon com gp product b000bp1sdm ginger peopl origin ginger chew 3 oz upper limit ginger heat drink least twice hot i diffus heat generous dose almond milk plus shot brandi turn quit tasti btw i could carri drink,2
49967,43890,53,0,1,this condition claim condition feed scalp give stronger beauti hair 7 day br i use 7 day my hair 8 inch shoulder length i realli watch get tangl pull as i gotten older hair seem strong use neither anyth els matter br br after 7 day use manner condition i normal use one lower end price scale work good i tangl hair matter seem creami even feel skin other br also bottl fashion stood upsid open bottom that great order get product bottl shake top wait use bottl drip wind small pool condition next time use good practic sens realli effect condition i use,2
60741,223116,627,4,4,this great product unfortun price continu rise it cheaper buy product walmart 13 63 includ tax packag 24 instead pay 14 44 subscrib save when i add 1 coupon price 12 63 the price product amazon use 11 12 less 6 month ago sinc continu increas gone 29 86 i rate product 2 5 due high price unreason increas price past 6 month i buy price goe walmart br br jon,2
71940,478,404,0,0,i realli love kettl brand chip rather disappoint there littl sour cream onion flavor,2
1779,11326,1396,2,3,i bought cereal kid age 6 7 eat gluten they eat i think pass least finish box kid would happi throw,2
31342,27889,1711,1,2,gloria jean cheap brand keurig machin show they got honesti say regular 24 pod box subtl tast hazelnut boy is subtl not flavor weak coffe strong lowest 6 oz set forget 8 oz level might well reus pod br br when first got keurig got select green mountain coffe i thought first class kind pricey get gloria jean around 36 pod this save fair amount go 6 8 pod day differ qualiti i think worth worri if coffe fix get door keep coupl box gloria jean around case run good stuff use regular find give keurig machin,2
50143,195426,149,2,2,this order took 25 day arriv the stori given chang everi time i contact i angri claim fault lay post offic point actual print card put box say delay post offic the track show differ stori it took 10 day order print label 11 day actual get post offic onc shipper product took 4 day get 4 day post offic rest vendor,2
57141,84389,1073,3,5,i love vanilla sandwich cooki i happi i love chocol i tri the chocol fill dri br crumbl i buy i stick vanilla,2
71130,16996,1103,0,1,it may everyth compani claim product i get past flavor with drop tast like water kool aid if go ahead put give flavor tast like realli strong kool aid cherri flavor if like kool aid mayb product right if like gave kool aid mani year ago probabl like either,2
69823,53417,1174,2,5,what k cup made 1 00 per k cup discount starbuck came late k cup parti look like arriv way dress well don wast money a friend pick i tri bad certain worth twice price equal good coffe produc sever k cup brand,2
